Tag_ID,UTC_Date,UTC_Time,Latitude,Longitude,LQ,HDOP,CNR,Sats,TimeOn(s),eRes,Maxdepth,divelen,TADindex, TimeElapsed,Day Dive Ratio,Day Max Dive Depth,ErrorRadius,SemiMajor,SemiMinor,Orientation,
2315:237562,2023-1-17,21:57:20,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,21:56:34,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,21:56:15,-77.09964,169.08441,G,1.2,null,6,null,4.5,,,,,,,,,,,
2315:237562,2023-1-17,21:55:50,-76.39787,173.07996,2,,,,,,,,,,,,400.0,2561.0,62.0,92.0,
2315:237566,2023-1-17,21:54:56,-76.97178,174.78503,1,,,,,,,,,,,,915.0,7120.0,117.0,91.0,
2315:237566,2023-1-17,21:22:44,-76.97815,174.68044,G,1.7,null,5,null,17.4,,,,,,,,,,,
2315:237563,2023-1-17,20:54:53,-77.14638,169.01198,G,1.3,null,6,null,11.4,,,,,,,,,,,
2315:237563,2023-1-17,20:52:14,-77.14095,169.02913,1,,,,,,,,,,,,621.0,2789.0,138.0,80.0,
2315:237563,2023-1-17,20:51:3,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,20:23:53,-76.41608,172.99722,G,1.4,null,5,null,2.0,,,,,,,,,,,
2315:237562,2023-1-17,20:17:43,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,20:15:58,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,20:13:14,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,20:11:19,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,19:51:48,-76.99390,174.49715,G,1.3,null,5,null,2.2,,,,,,,,,,,
2315:237566,2023-1-17,19:45:53,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,19:24:42,-76.42128,172.97392,G,1.3,null,5,null,10.3,,,,,,,,,,,
2315:237563,2023-1-17,19:17:38,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,19:13:33,-77.00677,174.49910,2,,,,,,,,,,,,336.0,3085.0,36.0,92.0,
2315:237563,2023-1-17,19:12:16,-77.22846,168.96782,2,,,,,,,,,,,,375.0,4050.0,34.0,91.0,
2315:237566,2023-1-17,19:9:48,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,18:57:58,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,18:52:21,-77.00678,174.49191,G,1.3,null,6,null,3.2,,,,,,,,,,,
2315:237563,2023-1-17,18:49:39,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,18:41:8,-76.43175,172.86067,2,,,,,,,,,,,,357.0,1608.0,79.0,103.0,
2315:237563,2023-1-17,18:40:33,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,18:39:50,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,18:39:48,-77.24979,168.94707,1,,,,,,,,,,,,1315.0,8375.0,206.0,110.0,
2315:237562,2023-1-17,18:39:37,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,18:34:5,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,18:33:37,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,18:31:37,,,,,,,,,,,,,0.0000,6.00,,,,,
2315:237563,2023-1-17,18:26:31,-77.26881,168.95477,G,1.5,null,5,null,4.9,,,,,,,,,,,
2315:237562,2023-1-17,18:23:55,-76.43192,172.86108,G,1.5,null,5,null,4.1,,,,,,,,,,,
2315:237563,2023-1-17,17:36:55,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,17:35:10,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,17:32:10,-76.44265,172.79555,1,,,,,,,,,,,,1319.0,46924.0,37.0,100.0,
2315:237562,2023-1-17,17:27:46,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,17:0:50,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,17:0:33,-76.44626,172.70633,1,,,,,,,,,,,,737.0,1263.0,430.0,99.0,
2315:237563,2023-1-17,17:0:25,-77.29763,168.99316,2,,,,,,,,,,,,406.0,675.0,244.0,96.0,
2315:237562,2023-1-17,16:59:39,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,16:59:30,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,16:58:3,-76.99411,174.37791,1,,,,,,,,,,,,1087.0,2042.0,578.0,102.0,
2315:237566,2023-1-17,16:49:48,-77.00897,174.33473,G,1.3,null,6,null,8.1,,,,,,,,,,,
2315:237563,2023-1-17,16:19:28,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,15:55:24,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,15:52:10,-76.46218,172.63390,3,,,,,,,,,,,,191.0,615.0,59.0,103.0,
2315:237566,2023-1-17,15:51:38,-77.01863,174.28609,2,,,,,,,,,,,,491.0,2716.0,88.0,107.0,
2315:237563,2023-1-17,15:50:30,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,15:50:29,-77.01390,174.28894,G,1.0,null,8,null,5.8,,,,,,,,,,,
2315:237566,2023-1-17,15:46:12,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,15:25:14,-77.31188,169.02898,G,1.5,null,7,null,4.1,,,,,,,,,,,
2315:237566,2023-1-17,15:21:47,-77.01540,174.26990,G,1.6,null,6,null,8.4,,,,,,,,,,,
2315:237563,2023-1-17,15:20:59,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,15:20:6,-76.44600,172.55237,1,,,,,,,,,,,,1204.0,4965.0,291.0,58.0,
2315:237563,2023-1-17,15:19:2,-77.31581,169.01772,2,,,,,,,,,,,,252.0,997.0,63.0,65.0,
2315:237562,2023-1-17,15:17:34,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,15:16:27,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,15:15:8,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,14:55:52,-77.31262,169.03728,G,1.5,null,6,null,56.5,,,,,,,,,,,
2315:237566,2023-1-17,14:40:56,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,14:21:47,-77.02141,174.26448,G,1.2,null,6,null,7.4,,,,,,,,,,,
2315:237562,2023-1-17,14:13:41,-76.48988,172.39702,2,,,,,,,,,,,,480.0,834.0,276.0,98.0,
2315:237566,2023-1-17,14:12:43,-77.00693,174.26686,1,,,,,,,,,,,,1059.0,1967.0,570.0,93.0,
2315:237562,2023-1-17,14:12:39,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,14:10:48,-77.31860,169.00238,1,,,,,,,,,,,,851.0,2066.0,350.0,69.0,
2315:237563,2023-1-17,14:9:31,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,13:54:55,-76.50217,172.36221,G,1.3,null,6,null,52.6,,,,,,,,,,,
2315:237563,2023-1-17,13:39:58,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,13:37:57,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,13:36:15,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,13:33:50,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,13:3:58,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,12:35:32,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,12:33:28,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,12:33:25,-76.53704,172.14658,2,,,,,,,,,,,,460.0,1622.0,130.0,71.0,
2315:237562,2023-1-17,12:29:9,-76.53890,172.14955,G,1.4,null,6,null,5.9,,,,,,,,,,,
2315:237562,2023-1-17,12:27:32,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,12:21:48,-77.01447,173.96904,G,1.2,null,7,null,3.7,,,,,,,,,,,
2315:237566,2023-1-17,12:0:30,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,11:58:13,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,11:55:22,-77.33695,169.12470,G,1.6,null,5,null,1.3,,,,,,,,,,,
2315:237566,2023-1-17,11:54:34,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,11:52:20,-77.34289,169.09084,1,,,,,,,,,,,,584.0,4981.0,68.0,92.0,
2315:237566,2023-1-17,11:51:27,-77.02363,173.88795,1,,,,,,,,,,,,630.0,5518.0,71.0,87.0,
2315:237562,2023-1-17,11:50:47,-76.55828,172.03264,1,,,,,,,,,,,,513.0,3209.0,82.0,81.0,
2315:237563,2023-1-17,11:50:4,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,11:22:20,-77.01452,173.88998,G,1.1,null,7,null,4.9,,,,,,,,,,,
2315:237562,2023-1-17,11:22:20,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,10:55:51,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,10:54:55,-77.34669,169.22887,G,1.3,null,5,null,1.4,,,,,,,,,,,
2315:237562,2023-1-17,10:51:50,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,10:51:47,-77.01552,173.85782,G,1.1,null,7,null,10.5,,,,,,,,,,,
2315:237563,2023-1-17,10:50:23,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,10:49:47,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,10:43:37,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,10:28:0,-76.57333,172.00903,G,1.4,null,5,null,2.1,,,,,,,,,,,
2315:237566,2023-1-17,10:18:51,-77.00959,173.78683,2,,,,,,,,,,,,277.0,1656.0,46.0,97.0,
2315:237563,2023-1-17,10:15:33,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,10:15:24,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,9:51:47,-77.01153,173.77731,G,1.4,null,5,null,7.7,,,,,,,,,,,
2315:237566,2023-1-17,9:50:33,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,9:10:10,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,8:51:47,-77.01118,173.73700,G,1.5,null,6,null,14.7,,,,,,,,,,,
2315:237566,2023-1-17,8:33:22,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,8:31:22,-76.98880,173.58434,1,,,,,,,,,,,,615.0,1776.0,212.0,66.0,
2315:237563,2023-1-17,8:29:18,-77.39574,169.25298,G,1.2,null,6,null,3.0,,,,,,,,,,,
2315:237562,2023-1-17,8:27:41,-76.63499,171.74612,G,1.2,null,6,null,6.5,,,,,,,,,,,
2315:237563,2023-1-17,8:6:11,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,7:36:43,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-17,7:32:51,-76.66030,171.64279,1,,,,,,,,,,,,516.0,3227.0,82.0,90.0,
2315:237563,2023-1-17,7:26:52,-77.39317,169.31334,G,1.2,null,7,null,15.8,,,,,,,,,,,
2315:237563,2023-1-17,5:52:46,-77.44407,169.32532,1,,,,,,,,,,,,928.0,8706.0,99.0,95.0,
2315:237562,2023-1-17,5:50:13,-76.69790,171.43977,3,,,,,,,,,,,,202.0,755.0,53.0,80.0,
2315:237566,2023-1-17,5:44:40,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,5:40:12,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-17,4:54:51,-77.45331,169.24411,G,1.1,null,6,null,2.7,,,,,,,,,,,
2315:237563,2023-1-17,3:54:51,-77.45311,169.24596,G,1.2,null,7,null,10.9,,,,,,,,,,,
2315:237566,2023-1-17,3:22:47,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,2:28:29,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-17,2:18:25,-77.03848,173.24216,G,1.1,null,7,null,6.3,,,,,,,,,,,
2315:237562,2023-1-17,0:46:27,,,,,,,,,,,,,0.0000,1.00,,,,,
2315:237562,2023-1-17,0:31:6,,,,,,,,,,,,,0.0000,1.00,,,,,
2315:237562,2023-1-17,0:29:55,-76.90711,170.70265,G,1.2,null,7,null,10.4,,,,,,,,,,,
2315:237563,2023-1-17,0:3:52,-77.45287,169.24182,G,1.3,null,7,null,8.1,,,,,,,,,,,
2315:237563,2023-1-16,23:59:50,-77.45286,169.24277,G,1.6,null,6,null,8.1,,,,,,,,,,,
2315:237562,2023-1-16,23:59:10,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,23:51:10,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,23:48:47,-76.93186,170.59862,2,,,,,,,,,,,,350.0,1624.0,75.0,87.0,
2315:237562,2023-1-16,23:11:59,-76.96900,170.49458,G,1.2,null,6,null,10.5,,,,,,,,,,,
2315:237563,2023-1-16,23:10:44,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,23:7:15,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,23:1:6,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,22:47:0,-76.98080,170.42880,2,,,,,,,,,,,,267.0,690.0,103.0,86.0,
2315:237562,2023-1-16,22:46:41,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,22:24:50,-77.45354,169.23767,G,1.8,null,5,null,0.4,,,,,,,,,,,
2315:237566,2023-1-16,22:18:55,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,22:16:6,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,22:12:33,-77.01640,170.32463,G,1.3,null,5,null,6.8,,,,,,,,,,,
2315:237563,2023-1-16,22:11:10,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,22:8:47,-77.45111,169.28893,2,,,,,,,,,,,,,,,,
2315:237566,2023-1-16,22:7:48,-77.05395,172.87370,1,,,,,,,,,,,,1088.0,5446.0,217.0,93.0,
2315:237562,2023-1-16,22:7:13,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,22:6:48,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,22:6:44,-77.01708,170.31960,2,,,,,,,,,,,,357.0,3170.0,40.0,93.0,
2315:237562,2023-1-16,21:50:31,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,21:30:53,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,21:30:6,-77.04288,170.23299,1,,,,,,,,,,,,740.0,16644.0,32.0,76.0,
2315:237566,2023-1-16,21:23:46,-77.04464,172.79192,G,1.5,null,5,null,13.2,,,,,,,,,,,
2315:237566,2023-1-16,21:23:19,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,21:22:42,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,21:19:46,-77.05898,170.21538,2,,,,,,,,,,,,391.0,1414.0,108.0,90.0,
2315:237566,2023-1-16,21:19:33,-77.03646,172.90793,1,,,,,,,,,,,,769.0,3454.0,171.0,88.0,
2315:237562,2023-1-16,21:12:51,-77.06439,170.15385,G,1.3,null,5,null,3.2,,,,,,,,,,,
2315:237562,2023-1-16,21:0:54,-77.06657,170.11410,3,,,,,,,,,,,,144.0,1193.0,17.0,90.0,
2315:237562,2023-1-16,20:32:3,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,20:31:41,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,20:26:0,-77.13092,170.24007,2,,,,,,,,,,,,307.0,5841.0,16.0,99.0,
2315:237562,2023-1-16,20:25:28,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,20:24:6,-77.04588,172.79639,G,1.3,null,6,null,7.6,,,,,,,,,,,
2315:237562,2023-1-16,20:9:50,-77.10397,169.96510,G,1.3,null,6,null,4.9,,,,,,,,,,,
2315:237563,2023-1-16,20:0:42,-77.40930,168.94244,G,1.3,null,6,null,3.5,,,,,,,,,,,
2315:237562,2023-1-16,19:39:36,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,19:37:52,-77.13680,169.90517,2,,,,,,,,,,,,339.0,2704.0,42.0,91.0,
2315:237562,2023-1-16,19:31:39,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,19:21:54,-77.05786,172.67123,G,1.1,null,7,null,22.8,,,,,,,,,,,
2315:237562,2023-1-16,18:50:53,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,18:26:18,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,18:14:50,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,17:58:21,-77.16562,169.82603,1,,,,,,,,,,,,1465.0,23371.0,91.0,98.0,
2315:237566,2023-1-16,17:58:4,-77.10400,172.43983,1,,,,,,,,,,,,1406.0,21059.0,93.0,99.0,
2315:237563,2023-1-16,17:56:51,-77.34128,168.53049,2,,,,,,,,,,,,431.0,8165.0,22.0,98.0,
2315:237562,2023-1-16,17:56:36,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,17:56:18,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,17:56:13,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,17:42:49,-77.15055,169.78896,G,1.6,null,5,null,9.5,,,,,,,,,,,
2315:237562,2023-1-16,17:10:32,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,17:7:51,-77.13063,169.70358,1,,,,,,,,,,,,967.0,2217.0,421.0,96.0,
2315:237566,2023-1-16,17:6:54,-77.10297,172.28830,1,,,,,,,,,,,,516.0,959.0,277.0,96.0,
2315:237563,2023-1-16,17:6:40,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,17:6:39,-77.31334,168.44527,1,,,,,,,,,,,,1058.0,1722.0,650.0,98.0,
2315:237566,2023-1-16,17:5:55,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,16:53:6,-77.11643,172.24321,G,1.3,null,6,null,7.7,,,,,,,,,,,
2315:237562,2023-1-16,16:43:22,-77.15588,169.77895,G,1.1,null,6,null,12.1,,,,,,,,,,,
2315:237563,2023-1-16,16:20:54,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,16:20:19,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,16:17:42,-77.17939,169.72932,2,,,,,,,,,,,,416.0,3074.0,56.0,107.0,
2315:237566,2023-1-16,16:15:47,-77.14543,172.18854,3,,,,,,,,,,,,226.0,2174.0,23.0,111.0,
2315:237562,2023-1-16,16:10:24,-77.18894,169.70325,2,,,,,,,,,,,,386.0,488.0,305.0,136.0,
2315:237562,2023-1-16,16:7:14,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,15:59:32,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,15:52:46,-77.14133,172.11528,G,1.0,null,8,null,13.4,,,,,,,,,,,
2315:237563,2023-1-16,15:35:44,-77.28168,168.25897,G,1.2,null,8,null,11.8,,,,,,,,,,,
2315:237566,2023-1-16,15:34:6,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,15:32:1,-77.21870,169.63235,2,,,,,,,,,,,,291.0,1203.0,70.0,69.0,
2315:237562,2023-1-16,15:31:43,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,15:31:41,-77.13949,172.12978,1,,,,,,,,,,,,918.0,2920.0,288.0,72.0,
2315:237566,2023-1-16,15:27:49,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,15:24:29,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,14:40:3,,,,,,,,,,,,,25.0833,0.00,,,,,
2315:237566,2023-1-16,14:38:31,-77.16797,172.08871,1,,,,,,,,,,,,615.0,1308.0,289.0,100.0,
2315:237562,2023-1-16,14:34:5,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,14:30:51,-77.28065,168.26166,G,1.4,null,6,null,12.1,,,,,,,,,,,
2315:237562,2023-1-16,13:51:9,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,13:50:57,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,13:45:15,-77.32030,169.31683,1,,,,,,,,,,,,1001.0,31719.0,31.0,78.0,
2315:237562,2023-1-16,13:43:31,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,13:20:44,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,13:19:3,-77.33112,169.33739,G,1.3,null,6,null,2.7,,,,,,,,,,,
2315:237566,2023-1-16,13:7:12,,,,,,,,,,,,,37.3333,0.00,,,,,
2315:237562,2023-1-16,13:0:26,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,12:59:47,-77.34728,169.30750,3,,,,,,,,,,,,225.0,568.0,89.0,74.0,
2315:237563,2023-1-16,12:59:2,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,12:58:55,-77.18112,171.68750,3,,,,,,,,,,,,217.0,1218.0,38.0,93.0,
2315:237566,2023-1-16,12:56:5,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,12:37:43,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,12:16:13,-77.38466,169.20839,G,1.1,null,7,null,17.7,,,,,,,,,,,
2315:237566,2023-1-16,12:13:10,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,12:8:1,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,12:7:36,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,11:49:50,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,11:21:18,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,11:20:15,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,11:18:2,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,11:15:31,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,11:13:54,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,11:3:54,-77.26398,168.14806,G,1.2,null,6,null,10.3,,,,,,,,,,,
2315:237562,2023-1-16,10:57:30,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,10:31:58,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,10:30:21,-77.19490,171.45717,2,,,,,,,,,,,,393.0,1663.0,92.0,93.0,
2315:237562,2023-1-16,10:28:28,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,10:23:4,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,9:42:11,-77.18707,171.32877,1,,,,,,,,,,,,696.0,11771.0,41.0,85.0,
2315:237562,2023-1-16,9:42:10,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,9:41:49,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-16,9:41:40,-77.44318,169.21980,2,,,,,,,,,,,,284.0,4811.0,16.0,86.0,
2315:237563,2023-1-16,9:35:40,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,9:4:7,-77.24822,168.05230,G,1.1,null,7,null,4.6,,,,,,,,,,,
2315:237562,2023-1-16,8:44:30,-77.47941,169.33197,1,,,,,,,,,,,,1072.0,1900.0,605.0,112.0,
2315:237562,2023-1-16,8:42:27,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,8:1:48,-77.23233,167.96013,G,1.3,null,6,null,7.9,,,,,,,,,,,
2315:237566,2023-1-16,8:0:52,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,7:59:35,-77.20079,170.96176,2,,,,,,,,,,,,291.0,1677.0,50.0,93.0,
2315:237562,2023-1-16,7:54:17,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,7:44:16,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,6:32:40,-77.21381,167.82950,G,1.4,null,5,null,0.6,,,,,,,,,,,
2315:237562,2023-1-16,6:16:14,-77.54776,169.55344,1,,,,,,,,,,,,566.0,4779.0,67.0,81.0,
2315:237566,2023-1-16,6:16:6,-77.23496,170.56920,1,,,,,,,,,,,,1115.0,3113.0,399.0,88.0,
2315:237562,2023-1-16,6:14:15,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,4:36:43,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,4:32:33,-77.19369,167.79665,G,1.3,null,6,null,43.0,,,,,,,,,,,
2315:237562,2023-1-16,2:6:47,-77.45431,169.23215,G,3.6,null,5,null,8.1,,,,,,,,,,,
2315:237566,2023-1-16,1:51:13,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-16,0:4:10,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-16,0:1:29,,,,,,,,,,,,,0.0000,78.00,,,,,
2315:237566,2023-1-16,0:0:1,-77.28512,169.96754,G,1.4,null,7,null,3.6,,,,,,,,,,,
2315:237566,2023-1-15,23:25:29,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-15,23:1:15,-77.15173,167.52846,G,1.0,null,7,null,5.3,,,,,,,,,,,
2315:237563,2023-1-15,22:27:18,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-15,22:24:23,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237562,2023-1-15,22:23:31,-77.47033,169.54260,1,,,,,,,,,,,,955.0,11180.0,81.0,86.0,
2315:237563,2023-1-15,22:22:11,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237563,2023-1-15,22:21:5,-77.14566,167.48082,1,,,,,,,,,,,,547.0,3076.0,97.0,93.0,
2315:237566,2023-1-15,22:20:23,-77.32088,169.74960,2,,,,,,,,,,,,279.0,1980.0,39.0,89.0,
2315:237566,2023-1-15,22:3:52,-77.34080,169.62785,2,,,,,,,,,,,,454.0,5502.0,37.0,78.0,
2315:237563,2023-1-15,21:45:39,,,,,,,,,,,,,0.0000,0.00,,,,,
2315:237566,2023-1-15,21:44:10,-77.33010,169.74294,2,,,,,,,,,,,,259.0,803.0,83.0,84.0,
2315:237563,2023-1-15,21:44:8,-77.13901,167.29005,1,,,,,,,,,,,,790.0,2371.0,262.0,85.0,
