Tag_ID,UTC_Date,UTC_Time,Latitude,Longitude,HDOP,CNR,Sats,TimeOn(s),eRes,Maxdepth,divelen,TADindex, TimeElapsed,Day Dive Ratio,Day Max Dive Depth,
2315:237566,2023-1-12,6:43:24,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-12,6:27:44,-77.15246,171.10678,1.6,null,6,null,4.4,,,,,,,
2315:237566,2023-1-12,6:19:48,,,,,,,,,,,,0.0000,0.00,
2315:237566,2023-1-12,6:17:45,-77.19157,171.01219,1.3,null,6,null,48.5,,,,,,,
2315:237563,2023-1-12,6:5:15,-77.23943,168.08817,1.5,null,5,null,3.6,,,,,,,
2315:237564,2023-1-12,5:27:3,-77.15399,170.93997,1.9,null,5,null,5.3,,,,,,,
2315:237566,2023-1-12,5:18:20,-77.19335,170.89082,1.1,null,6,null,10.2,,,,,,,
2315:237564,2023-1-12,5:1:16,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-12,4:57:32,-77.15856,170.84290,1.4,null,5,null,1.7,,,,,,,
2315:237562,2023-1-12,4:54:46,-77.45438,169.23557,1.2,null,6,null,17.9,,,,,,,
2315:237562,2023-1-12,4:39:5,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-12,3:56:46,-77.17049,170.70400,1.3,null,6,null,4.8,,,,,,,
2315:237562,2023-1-12,3:54:46,-77.45425,169.23490,1.5,null,5,null,2.9,,,,,,,
2315:237562,2023-1-12,3:28:32,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-12,2:56:45,-77.17969,170.68056,4.6,null,5,null,3.3,,,,,,,
2315:237564,2023-1-12,1:56:57,-77.20140,170.62181,1.6,null,5,null,11.2,,,,,,,
2315:237566,2023-1-12,1:51:6,-77.23821,170.65840,1.5,null,5,null,7.9,,,,,,,
2315:237564,2023-1-12,0:57:23,-77.22921,170.56555,1.3,null,6,null,10.9,,,,,,,
2315:237562,2023-1-12,0:30:9,-77.29141,169.39714,1.7,null,5,null,5.3,,,,,,,
2315:237564,2023-1-11,23:59:45,-77.26158,170.48074,1.4,null,6,null,8.1,,,,,,,
2315:237566,2023-1-11,23:17:23,,,,,,,,,,,,0.0000,0.00,
2315:237566,2023-1-11,23:11:49,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,23:7:41,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,22:31:45,-77.29559,170.39531,1.2,null,6,null,7.5,,,,,,,
2315:237562,2023-1-11,22:27:57,-77.16133,169.55305,1.2,null,6,null,14.5,,,,,,,
2315:237566,2023-1-11,22:24:29,,,,,,,,,,,,0.0000,0.00,
2315:237566,2023-1-11,22:20:57,-77.22781,170.27463,2.0,null,5,null,44.0,,,,,,,
2315:237563,2023-1-11,22:5:43,-77.33819,168.50615,1.0,null,7,null,89.0,,,,,,,
2315:237564,2023-1-11,21:55:13,,,,,,,,,,,,0.0000,0.00,
2315:237563,2023-1-11,21:36:1,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,21:32:1,-77.32677,170.25995,1.4,null,6,null,4.8,,,,,,,
2315:237564,2023-1-11,21:31:19,,,,,,,,,,,,0.0000,0.00,
2315:237566,2023-1-11,21:30:51,,,,,,,,,,,,0.0000,0.00,
2315:237566,2023-1-11,21:20:45,-77.26141,170.41902,1.8,null,5,null,4.3,,,,,,,
2315:237563,2023-1-11,21:4:45,-77.34698,168.59505,2.3,null,5,null,3.5,,,,,,,
2315:237564,2023-1-11,20:43:45,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,20:30:52,-77.33678,170.04414,1.2,null,7,null,7.7,,,,,,,
2315:237566,2023-1-11,20:20:58,-77.26673,170.30319,1.1,null,6,null,4.1,,,,,,,
2315:237562,2023-1-11,20:7:57,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,20:4:51,-77.32577,169.96017,1.5,null,5,null,2.4,,,,,,,
2315:237563,2023-1-11,19:49:18,,,,,,,,,,,,0.0000,0.00,
2315:237562,2023-1-11,19:48:33,,,,,,,,,,,,0.0000,0.00,
2315:237563,2023-1-11,19:39:45,-77.34265,168.73616,1.1,null,7,null,7.4,,,,,,,
2315:237564,2023-1-11,19:5:2,-77.35554,169.74596,1.3,null,6,null,5.3,,,,,,,
2315:237566,2023-1-11,18:44:40,,,,,,,,,,,,0.0000,0.00,
2315:237562,2023-1-11,18:34:54,,,,,,,,,,,,0.0000,0.00,
2315:237562,2023-1-11,18:25:56,,,,,,,,,,,,0.0000,0.00,
2315:237566,2023-1-11,18:24:44,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,18:22:39,,,,,,,,,,,,0.0000,0.00,
2315:237566,2023-1-11,18:18:33,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,18:14:28,,,,,,,,,,,,0.0000,0.00,
2315:237563,2023-1-11,18:13:4,,,,,,,,,,,,0.0000,0.00,
2315:237562,2023-1-11,18:10:57,,,,,,,,,,,,0.0000,0.00,
2315:237563,2023-1-11,18:7:9,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,18:2:48,-77.37849,169.58690,1.2,null,6,null,15.7,,,,,,,
2315:237562,2023-1-11,17:40:34,,,,,,,,,,,,0.0000,0.00,
2315:237563,2023-1-11,17:38:43,-77.35493,168.93965,3.6,null,5,null,8.3,,,,,,,
2315:237564,2023-1-11,17:2:48,-77.40742,169.49266,1.0,null,7,null,14.3,,,,,,,
2315:237564,2023-1-11,16:59:10,,,,,,,,,,,,0.0000,0.00,
2315:237566,2023-1-11,16:52:3,,,,,,,,,,,,0.0000,0.00,
2315:237566,2023-1-11,16:51:44,-77.31088,169.84355,2.6,null,5,null,12.1,,,,,,,
2315:237562,2023-1-11,16:51:15,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,16:48:7,,,,,,,,,,,,0.0000,0.00,
2315:237563,2023-1-11,16:45:27,,,,,,,,,,,,0.0000,0.00,
2315:237566,2023-1-11,16:44:59,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,16:42:13,,,,,,,,,,,,0.0000,0.00,
2315:237562,2023-1-11,16:39:49,-77.09715,169.94106,1.0,null,7,null,6.9,,,,,,,
2315:237563,2023-1-11,16:37:55,-77.36234,169.04524,1.1,null,7,null,6.7,,,,,,,
2315:237562,2023-1-11,16:30:15,,,,,,,,,,,,0.0000,0.00,
2315:237563,2023-1-11,15:43:54,,,,,,,,,,,,0.0000,0.00,
2315:237563,2023-1-11,15:38:41,-77.38971,169.07924,1.0,null,8,null,8.2,,,,,,,
2315:237562,2023-1-11,15:38:16,-77.10075,169.95851,1.1,null,7,null,15.3,,,,,,,
2315:237564,2023-1-11,15:23:18,,,,,,,,,,,,0.0000,0.00,
2315:237563,2023-1-11,15:9:44,-77.39909,169.10779,1.6,null,7,null,16.4,,,,,,,
2315:237563,2023-1-11,15:6:15,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,15:5:36,,,,,,,,,,,,0.0000,0.00,
2315:237563,2023-1-11,15:0:13,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,14:59:20,,,,,,,,,,,,0.0000,0.00,
2315:237562,2023-1-11,14:52:35,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,14:47:10,,,,,,,,,,,,0.0000,0.00,
2315:237562,2023-1-11,14:36:18,-77.10267,169.99600,1.5,null,5,null,1.6,,,,,,,
2315:237564,2023-1-11,14:34:46,-77.40449,169.46375,1.2,null,6,null,4.0,,,,,,,
2315:237566,2023-1-11,14:24:8,-77.37460,169.55855,1.0,null,8,null,8.7,,,,,,,
2315:237566,2023-1-11,14:20:35,,,,,,,,,,,,0.4861,415.00,
2315:237563,2023-1-11,14:9:44,-77.41211,169.13477,3.4,null,5,null,3.4,,,,,,,
2315:237564,2023-1-11,13:34:43,-77.39877,169.47070,1.0,null,7,null,7.8,,,,,,,
2315:237562,2023-1-11,13:33:45,-77.10046,170.02829,1.1,null,7,null,8.7,,,,,,,
2315:237563,2023-1-11,13:31:16,,,,,,,,,,,,0.0000,0.00,
2315:237566,2023-1-11,13:24:14,-77.40211,169.35226,1.0,null,8,null,21.7,,,,,,,
2315:237564,2023-1-11,13:23:18,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,13:11:35,,,,,,,,,,,,0.0000,0.00,
2315:237563,2023-1-11,13:10:26,-77.41978,169.18428,1.2,null,6,null,3.0,,,,,,,
2315:237562,2023-1-11,13:8:15,-77.09905,170.03413,1.3,null,6,null,8.8,,,,,,,
2315:237564,2023-1-11,12:35:12,,,,,,,,,,,,0.0000,0.00,
2315:237566,2023-1-11,12:23:48,-77.42445,169.25935,1.2,null,6,null,8.4,,,,,,,
2315:237566,2023-1-11,12:1:30,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,11:51:51,,,,,,,,,,,,0.0000,0.00,
2315:237566,2023-1-11,11:49:34,,,,,,,,,,,,0.0000,0.00,
2315:237562,2023-1-11,11:49:2,,,,,,,,,,,,0.0000,0.00,
2315:237566,2023-1-11,11:43:55,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,11:32:9,-77.42339,169.25995,1.2,null,6,null,10.6,,,,,,,
2315:237566,2023-1-11,11:31:47,,,,,,,,,,,,0.0000,0.00,
2315:237562,2023-1-11,11:7:17,-77.10847,170.06528,1.4,null,5,null,2.2,,,,,,,
2315:237563,2023-1-11,11:4:59,-77.45404,169.23686,1.2,null,6,null,4.4,,,,,,,
2315:237562,2023-1-11,10:10:19,,,,,,,,,,,,0.0000,0.00,
2315:237562,2023-1-11,9:50:54,,,,,,,,,,,,0.0000,0.00,
2315:237562,2023-1-11,9:42:30,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,8:59:43,-77.45418,169.23424,1.2,null,5,null,3.6,,,,,,,
2315:237566,2023-1-11,8:49:43,-77.45268,169.23950,1.5,null,5,null,4.5,,,,,,,
2315:237562,2023-1-11,8:29:32,,,,,,,,,,,,0.0000,0.00,
2315:237562,2023-1-11,8:2:33,,,,,,,,,,,,0.0000,0.00,
2315:237566,2023-1-11,7:49:43,-77.45241,169.23843,1.3,null,5,null,2.6,,,,,,,
2315:237562,2023-1-11,7:47:29,-77.23922,169.78587,1.0,null,7,null,4.2,,,,,,,
2315:237562,2023-1-11,7:20:48,,,,,,,,,,,,0.0000,0.00,
2315:237564,2023-1-11,6:59:40,-77.45425,169.23439,3.4,null,5,null,4.9,,,,,,,
2315:237566,2023-1-11,6:50:5,-77.45266,169.23814,1.4,null,5,null,16.9,,,,,,,
2315:237566,2023-1-11,6:12:43,-77.45146,169.23761,1.7,null,5,null,3.3,,,,,,,
2315:237564,2023-1-11,4:54:43,-77.45422,169.23419,1.4,null,5,null,2.9,,,,,,,
2315:237564,2023-1-11,3:54:43,-77.45406,169.23509,1.6,null,5,null,4.9,,,,,,,
2315:237563,2023-1-11,3:2:45,-77.45409,169.23569,1.2,null,6,null,1.8,,,,,,,
2315:237562,2023-1-8,22:44:53,-77.44307,169.28836,1.9,null,5,null,4.7,,,,,,,
2315:237562,2023-1-8,20:8:46,-77.45322,169.23965,1.9,null,5,null,3.2,,,,,,,
2315:237562,2023-1-8,19:8:46,-77.45329,169.23817,1.4,null,6,null,3.4,,,,,,,
2315:237562,2023-1-8,17:37:46,-77.45343,169.23860,1.5,null,5,null,2.7,,,,,,,
2315:237562,2023-1-8,15:37:48,-77.45315,169.23813,1.6,null,5,null,6.6,,,,,,,
2315:237562,2023-1-8,11:10:48,-77.45335,169.23701,1.3,null,5,null,1.0,,,,,,,
2315:237562,2023-1-8,9:7:56,-77.31045,169.35919,1.7,null,5,null,3.7,,,,,,,
2315:237562,2023-1-8,4:40:9,-77.11211,169.87859,1.5,null,6,null,16.5,,,,,,,
2315:237564,2023-1-8,3:17:2,-77.45354,169.23972,1.8,null,5,null,11.7,,,,,,,
2315:237566,2023-1-8,3:16:51,-77.45290,169.22008,1.4,null,7,null,9.5,,,,,,,
2315:237562,2023-1-8,1:18:40,-76.97640,170.28350,1.4,null,6,null,2.8,,,,,,,
2315:237566,2023-1-7,23:24:57,-77.44773,169.25070,1.2,null,6,null,13.2,,,,,,,
2315:237562,2023-1-7,22:41:55,-76.89383,170.49202,1.5,null,5,null,3.6,,,,,,,
2315:237562,2023-1-7,21:42:0,-76.91162,170.52374,1.3,null,6,null,14.5,,,,,,,
2315:237562,2023-1-7,20:41:54,-76.93238,170.55824,1.0,null,7,null,11.5,,,,,,,
2315:237564,2023-1-7,20:12:50,-77.45248,169.23670,1.9,null,5,null,3.5,,,,,,,
2315:237562,2023-1-7,19:41:55,-76.95024,170.59140,1.2,null,6,null,16.4,,,,,,,
2315:237564,2023-1-7,19:12:49,-77.45358,169.24014,1.4,null,6,null,8.6,,,,,,,
2315:237564,2023-1-7,18:13:16,-77.45365,169.23952,1.5,null,5,null,10.5,,,,,,,
2315:237564,2023-1-7,17:42:49,-77.45347,169.23871,1.5,null,5,null,1.6,,,,,,,
2315:237564,2023-1-7,15:42:49,-77.45293,169.23875,1.5,null,6,null,13.3,,,,,,,
2315:237562,2023-1-7,14:58:54,-76.90047,170.92606,1.2,null,6,null,19.2,,,,,,,
2315:237562,2023-1-7,13:57:17,-76.87443,171.07030,1.9,null,5,null,4.3,,,,,,,
2315:237564,2023-1-7,13:42:50,-77.45362,169.23988,1.6,null,6,null,9.3,,,,,,,
2315:237566,2023-1-7,13:22:49,-77.43617,169.43762,1.6,null,5,null,14.5,,,,,,,
2315:237564,2023-1-7,11:8:51,-77.45373,169.24016,1.4,null,5,null,8.9,,,,,,,
2315:237562,2023-1-7,9:22:40,-76.72407,171.52530,1.3,null,5,null,2.2,,,,,,,
2315:237564,2023-1-7,9:9:25,-77.45338,169.23898,1.2,null,6,null,6.4,,,,,,,
2315:237566,2023-1-7,7:50:25,-77.44852,169.25006,1.5,null,5,null,3.4,,,,,,,
2315:237564,2023-1-7,7:36:48,-77.45341,169.24005,1.8,null,5,null,2.9,,,,,,,
2315:237564,2023-1-7,4:37:41,-77.45361,169.23933,1.3,null,6,null,5.2,,,,,,,
2315:237564,2023-1-7,4:5:48,-77.45351,169.23856,1.7,null,5,null,1.8,,,,,,,
2315:237563,2023-1-7,3:48:53,-77.45268,169.21967,1.6,null,6,null,6.0,,,,,,,
2315:237566,2023-1-7,3:18:57,-77.45201,169.22049,3.2,null,5,null,11.6,,,,,,,
2315:237562,2023-1-7,2:50:17,-76.75226,171.31308,1.2,null,6,null,3.4,,,,,,,
2315:237562,2023-1-7,1:45:26,-76.76572,171.20526,1.8,null,5,null,2.6,,,,,,,
2315:237563,2023-1-7,0:4:55,-77.45309,169.21973,2.7,null,5,null,1.8,,,,,,,
2315:237566,2023-1-6,22:47:14,-77.45316,169.21950,1.4,null,5,null,1.1,,,,,,,
2315:237562,2023-1-6,22:21:52,-76.84277,170.87239,1.5,null,5,null,5.1,,,,,,,
2315:237563,2023-1-6,21:45:53,-77.45273,169.22122,1.6,null,5,null,10.2,,,,,,,
2315:237563,2023-1-6,19:44:53,-77.45287,169.22011,1.5,null,7,null,6.4,,,,,,,
2315:237566,2023-1-6,19:44:48,-77.45316,169.21985,1.5,null,5,null,7.5,,,,,,,
2315:237564,2023-1-6,19:34:3,-77.45061,169.24385,2.7,null,5,null,2.2,,,,,,,
2315:237562,2023-1-6,19:1:45,-76.94138,170.61823,1.2,null,6,null,13.1,,,,,,,
2315:237563,2023-1-6,18:45:45,-77.45273,169.22030,2.2,null,5,null,0.8,,,,,,,
2315:237564,2023-1-6,18:13:48,-77.45254,169.24281,1.7,null,5,null,0.6,,,,,,,
2315:237566,2023-1-6,17:44:48,-77.45293,169.21909,3.4,null,5,null,1.9,,,,,,,
2315:237562,2023-1-6,16:50:13,-77.00207,170.39087,1.1,null,7,null,7.3,,,,,,,
2315:237566,2023-1-6,16:43:47,-77.45289,169.21863,1.8,null,5,null,6.5,,,,,,,
2315:237566,2023-1-6,15:43:47,-77.45290,169.21844,1.4,null,7,null,11.8,,,,,,,
2315:237562,2023-1-6,15:25:51,-77.02252,170.37584,1.1,null,7,null,9.3,,,,,,,
2315:237563,2023-1-6,15:13:53,-77.45241,169.21864,1.6,null,6,null,3.5,,,,,,,
2315:237566,2023-1-6,14:43:47,-77.45267,169.21927,1.5,null,5,null,6.3,,,,,,,
2315:237563,2023-1-6,14:13:59,-77.45306,169.22064,1.8,null,6,null,11.8,,,,,,,
2315:237566,2023-1-6,13:44:5,-77.45316,169.21960,1.6,null,5,null,8.4,,,,,,,
2315:237563,2023-1-6,13:41:52,-77.45293,169.22112,1.6,null,5,null,6.3,,,,,,,
2315:237563,2023-1-6,12:41:52,-77.45255,169.22174,1.2,null,6,null,2.6,,,,,,,
2315:237564,2023-1-6,12:29:46,-77.45367,169.23833,1.4,null,5,null,7.2,,,,,,,
2315:237564,2023-1-6,11:29:46,-77.45324,169.23982,1.4,null,5,null,6.9,,,,,,,
2315:237566,2023-1-6,11:13:47,-77.45259,169.21936,1.8,null,5,null,3.4,,,,,,,
2315:237563,2023-1-6,10:41:52,-77.45318,169.22041,1.7,null,5,null,24.6,,,,,,,
2315:237566,2023-1-6,9:12:47,-77.45253,169.21774,1.3,null,6,null,21.4,,,,,,,
2315:237563,2023-1-6,9:10:52,-77.45297,169.22017,1.4,null,6,null,4.4,,,,,,,
2315:237564,2023-1-6,8:57:46,-77.45320,169.23944,1.8,null,5,null,7.2,,,,,,,
2315:237562,2023-1-6,8:52:51,-77.23399,169.84595,1.2,null,7,null,12.5,,,,,,,
2315:237563,2023-1-6,8:10:52,-77.45245,169.21942,1.6,null,5,null,4.9,,,,,,,
2315:237564,2023-1-6,6:57:46,-77.45260,169.23709,1.6,null,5,null,1.2,,,,,,,
2315:237563,2023-1-6,6:10:52,-77.45042,169.21819,1.5,null,5,null,20.3,,,,,,,
2315:237566,2023-1-6,5:38:47,-77.45258,169.21785,2.0,null,5,null,2.3,,,,,,,
2315:237562,2023-1-6,5:18:19,-77.32023,169.55472,1.4,null,5,null,0.8,,,,,,,
2315:237563,2023-1-6,5:10:6,-77.45267,169.22078,1.4,null,5,null,2.8,,,,,,,
2315:237566,2023-1-6,4:39:34,-77.45270,169.21931,2.5,null,5,null,4.1,,,,,,,
2315:237566,2023-1-6,3:7:46,-77.45293,169.22203,1.3,null,7,null,12.6,,,,,,,
2315:237566,2023-1-6,2:7:46,-77.45242,169.22029,3.0,null,6,null,9.3,,,,,,,
2315:237564,2023-1-6,1:25:51,-77.45280,169.24068,4.3,null,5,null,7.3,,,,,,,
2315:237566,2023-1-6,1:7:46,-77.45298,169.22073,3.1,null,5,null,13.2,,,,,,,
2315:237563,2023-1-5,23:59:51,-77.39605,168.91895,2.4,null,5,null,18.1,,,,,,,
2315:237564,2023-1-5,23:59:46,-77.45354,169.23862,2.4,null,5,null,5.8,,,,,,,
2315:237566,2023-1-5,23:41:46,-77.45254,169.21873,2.0,null,5,null,4.5,,,,,,,
2315:237564,2023-1-5,22:52:46,-77.45342,169.23994,2.6,null,5,null,6.3,,,,,,,
2315:237563,2023-1-5,22:15:2,-77.39426,168.96404,2.4,null,5,null,6.6,,,,,,,
2315:237564,2023-1-5,21:52:46,-77.45360,169.23988,2.0,null,5,null,2.1,,,,,,,
2315:237566,2023-1-5,21:40:46,-77.44920,169.24203,3.1,null,5,null,5.9,,,,,,,
2315:237564,2023-1-5,20:53:42,-77.45361,169.24962,1.4,null,5,null,6.5,,,,,,,
2315:237566,2023-1-5,20:40:46,-77.44775,169.24844,1.1,null,6,null,7.8,,,,,,,
2315:237562,2023-1-5,20:17:48,-77.45334,169.23776,1.4,null,5,null,11.5,,,,,,,
2315:237563,2023-1-5,20:14:8,-77.39053,169.01411,2.0,null,5,null,7.8,,,,,,,
2315:237563,2023-1-5,18:44:50,-77.38547,169.04060,1.5,null,5,null,3.3,,,,,,,
2315:237565,2023-1-5,17:53:54,-77.45265,169.21898,1.4,null,6,null,3.3,,,,,,,
2315:237563,2023-1-5,17:44:50,-77.38539,169.06418,1.1,null,6,null,1.0,,,,,,,
2315:237564,2023-1-5,17:20:45,-77.45342,169.23816,1.6,null,5,null,0.3,,,,,,,
2315:237563,2023-1-5,16:45:5,-77.38639,169.07848,2.1,null,5,null,6.7,,,,,,,
2315:237564,2023-1-5,16:21:18,-77.45307,169.23448,3.1,null,5,null,2.5,,,,,,,
2315:237565,2023-1-5,15:53:53,-77.45251,169.21982,1.0,null,8,null,11.5,,,,,,,
2315:237564,2023-1-5,15:52:45,-77.45383,169.23978,2.6,null,5,null,10.7,,,,,,,
2315:237563,2023-1-5,15:45:3,-77.38554,169.08736,2.3,null,5,null,5.9,,,,,,,
2315:237562,2023-1-5,15:40:25,-77.27455,169.98155,1.4,null,5,null,3.7,,,,,,,
2315:237562,2023-1-5,14:39:48,-77.45348,169.24539,1.6,null,5,null,2.8,,,,,,,
2315:237563,2023-1-5,14:17:50,-77.38657,169.09958,1.3,null,6,null,4.9,,,,,,,
2315:237564,2023-1-5,13:51:48,-77.45355,169.23969,1.4,null,5,null,7.1,,,,,,,
2315:237562,2023-1-5,13:39:48,-77.45334,169.23708,1.5,null,5,null,4.5,,,,,,,
2315:237566,2023-1-5,12:42:57,-77.42193,169.32826,1.7,null,5,null,2.1,,,,,,,
2315:237565,2023-1-5,12:21:53,-77.45283,169.21954,1.1,null,7,null,9.2,,,,,,,
2315:237565,2023-1-5,11:21:53,-77.45312,169.22104,1.8,null,5,null,6.7,,,,,,,
2315:237564,2023-1-5,11:19:47,-77.45325,169.23909,1.2,null,6,null,6.3,,,,,,,
2315:237563,2023-1-5,10:46:34,-77.39062,169.10344,1.3,null,5,null,12.8,,,,,,,
2315:237566,2023-1-5,10:38:51,-77.43256,169.41190,1.6,null,5,null,8.3,,,,,,,
2315:237562,2023-1-5,10:7:49,-77.45331,169.24008,3.7,null,5,null,4.6,,,,,,,
2315:237565,2023-1-5,9:50:53,-77.45258,169.21658,3.3,null,5,null,3.1,,,,,,,
2315:237563,2023-1-5,9:45:49,-77.39127,169.08914,1.2,null,7,null,14.1,,,,,,,
2315:237564,2023-1-5,9:16:45,-77.45360,169.23839,1.1,null,6,null,5.5,,,,,,,
2315:237565,2023-1-5,8:50:52,-77.45237,169.21974,1.7,null,5,null,4.9,,,,,,,
2315:237563,2023-1-5,8:45:48,-77.39158,169.09729,1.3,null,6,null,10.4,,,,,,,
2315:237564,2023-1-5,8:16:45,-77.45380,169.23903,2.4,null,5,null,10.4,,,,,,,
2315:237565,2023-1-5,7:50:52,-77.45304,169.22021,2.8,null,5,null,8.3,,,,,,,
2315:237564,2023-1-5,7:17:29,-77.45363,169.23946,1.7,null,5,null,4.3,,,,,,,
2315:237562,2023-1-5,6:34:46,-77.45330,169.23819,1.9,null,5,null,0.9,,,,,,,
2315:237565,2023-1-5,5:50:44,-77.45294,169.22038,1.5,null,5,null,2.2,,,,,,,
2315:237562,2023-1-5,5:34:46,-77.45382,169.23618,3.3,null,5,null,2.0,,,,,,,
2315:237563,2023-1-5,4:17:40,-77.37638,169.07935,1.1,null,7,null,21.0,,,,,,,
2315:237566,2023-1-5,4:12:18,-77.44267,169.24661,1.5,null,5,null,2.2,,,,,,,
2315:237564,2023-1-5,3:47:44,-77.45338,169.23904,1.6,null,6,null,9.2,,,,,,,
2315:237564,2023-1-5,0:0:28,-77.34994,169.41698,1.5,null,5,null,3.9,,,,,,,
2315:237563,2023-1-4,23:59:47,-77.41939,169.18384,1.0,null,8,null,13.4,,,,,,,
2315:237565,2023-1-4,22:57:52,-77.28027,170.73108,1.4,null,5,null,12.5,,,,,,,
2315:237563,2023-1-4,22:45:47,-77.43967,169.21695,1.8,null,5,null,3.8,,,,,,,
2315:237564,2023-1-4,22:19:38,-77.33549,169.44392,1.7,null,5,null,0.8,,,,,,,
2315:237563,2023-1-4,21:46:3,-77.45193,169.22308,1.8,null,5,null,8.1,,,,,,,
2315:237562,2023-1-4,21:42:45,-77.52702,169.90872,2.2,null,5,null,10.0,,,,,,,
2315:237563,2023-1-4,21:14:47,-77.45214,169.22133,1.9,null,5,null,8.9,,,,,,,
2315:237565,2023-1-4,20:57:0,-77.25542,171.20097,1.0,null,7,null,3.5,,,,,,,
2315:237564,2023-1-4,20:55:53,-77.33238,169.42868,1.0,null,7,null,42.8,,,,,,,
2315:237562,2023-1-4,20:42:47,-77.20976,169.80318,1.9,null,5,null,8.2,,,,,,,
2315:237562,2023-1-4,19:42:53,-77.20709,169.80951,1.2,null,7,null,41.7,,,,,,,
2315:237562,2023-1-4,19:26:18,-77.20916,169.81334,1.4,null,6,null,6.9,,,,,,,
2315:237564,2023-1-4,18:53:44,-77.31879,169.48502,1.5,null,5,null,1.6,,,,,,,
2315:237565,2023-1-4,17:28:9,-77.12404,171.85551,1.1,null,6,null,9.4,,,,,,,
2315:237562,2023-1-4,17:20:51,-77.22181,169.82463,2.1,null,5,null,11.9,,,,,,,
2315:237564,2023-1-4,17:19:6,-77.31825,169.44666,1.2,null,6,null,7.6,,,,,,,
2315:237563,2023-1-4,17:14:0,-77.45267,169.22003,1.5,null,5,null,6.5,,,,,,,
2315:237565,2023-1-4,16:27:50,-77.10931,171.91858,3.8,null,5,null,4.5,,,,,,,
2315:237565,2023-1-4,16:0:50,-77.10883,171.92820,1.4,null,7,null,3.7,,,,,,,
2315:237564,2023-1-4,15:19:29,-77.32838,169.40283,1.2,null,6,null,7.1,,,,,,,
2315:237562,2023-1-4,15:16:31,-77.24043,169.84343,1.2,null,5,null,4.6,,,,,,,
2315:237565,2023-1-4,15:1:6,-77.10356,171.99562,1.3,null,5,null,0.7,,,,,,,
2315:237564,2023-1-4,14:19:4,-77.32780,169.40280,1.0,null,7,null,5.7,,,,,,,
2315:237564,2023-1-4,13:18:23,-77.32819,169.38818,1.0,null,7,null,3.8,,,,,,,
2315:237564,2023-1-4,12:51:46,-77.33087,169.38112,1.0,null,8,null,7.0,,,,,,,
2315:237563,2023-1-4,12:41:58,-77.45275,169.22010,1.3,null,6,null,4.1,,,,,,,
2315:237565,2023-1-4,11:59:57,-77.07983,172.14337,1.4,null,5,null,6.3,,,,,,,
2315:237564,2023-1-4,11:51:51,-77.34971,169.34682,1.1,null,7,null,9.1,,,,,,,
2315:237562,2023-1-4,11:45:45,-77.28628,169.75165,1.4,null,5,null,1.9,,,,,,,
2315:237565,2023-1-4,11:32:34,-77.08158,172.14838,1.1,null,6,null,21.1,,,,,,,
2315:237563,2023-1-4,11:11:46,-77.45280,169.22032,2.1,null,5,null,2.3,,,,,,,
2315:237564,2023-1-4,10:50:25,-77.37075,169.30061,1.3,null,5,null,2.6,,,,,,,
2315:237562,2023-1-4,10:40:54,-77.32217,169.64734,1.2,null,6,null,1.9,,,,,,,
2315:237563,2023-1-4,10:11:47,-77.45242,169.22080,1.8,null,5,null,6.7,,,,,,,
2315:237563,2023-1-4,8:9:14,-77.45302,169.21977,1.1,null,6,null,4.1,,,,,,,
2315:237563,2023-1-4,7:41:46,-77.45180,169.22495,1.5,null,5,null,7.0,,,,,,,
2315:237565,2023-1-4,7:29:54,-77.10605,171.79370,1.3,null,6,null,7.9,,,,,,,
2315:237562,2023-1-4,7:12:43,-77.41250,169.28624,1.5,null,5,null,5.8,,,,,,,
2315:237563,2023-1-4,6:41:50,-77.43042,169.03957,1.4,null,6,null,5.5,,,,,,,
2315:237562,2023-1-4,6:12:55,-77.43777,169.25290,1.8,null,5,null,5.1,,,,,,,
2315:237563,2023-1-4,5:41:46,-77.40662,168.77457,1.4,null,5,null,11.5,,,,,,,
2315:237564,2023-1-4,5:33:56,-77.47573,169.27213,1.4,null,5,null,0.9,,,,,,,
